English Sentence,Hausa,Sexism
"[USER] Blow back is, unfortunately, a bitch. In a lot of ways, modern western women betrayed men with their feminazi bull shit. Now they get the hairy ugly fat Arab fuckers to answer to.","Biyan bashi abin takaici ba daɗi. a hanyoyi masu yawa, matan ƙasashen yamma sun yaudari maza da rajin kare hakkin su, amma yanzu suna tare da maza na ƙasashen arewa.",Yes
"Women also have a different body chemistry, and are more likely to wash at the sink instead of having a whole body shower.","Mata suna da tsarin sinadarai na jiki daban da na maza, kuma galibi sukan fi wanke jikinsu a bakin famfo maimakon su yi wanka gaba ɗaya.",Yes
So true. What Sex in the City forgot to mention was that all those women will end up alone comforted by only their cats and their drinking problem.,"Gaskiya ne. Abin da Sex and the City ta kasa bayyana shi ne cewa yawancin waɗannan mata za su ƙare su kaɗai, tare da kuliyoyinsu da matsalar shan giya.",Yes
,"Karim Benzema ya sami 'karin hutu. Shugabanni da masu horar da ‘yan wasan Real Madrid sun san mahimmancinsa, musamman yadda a gasar cin kofin duniya zata gudana a lokacin sanyi kuma a tsakiyar kakar wasa suna son ya kasance a shirye 100% na kuzari da kyawun jiki. [COPE]

Fagen Wasanni",No
,"RIKO DA GASKIYA TAREDA YIWA MANYA BIYAYYA NA DAGA CIKIN MATAKAN NASARA A GIDAN SIYASA:

Duk wanda yasan Mai girma Sakataren karamar Hukumar T/mafara, Hon. Ibrahim Garba ya shaida yana siyasa mai tsafta, wadda babu zalumci koh munafuci a cikinta. Tun inda aka fito kafin sulhu, baya goyon bayan cin mutuncin kowa, har koh yaushe yana jan hankulan magoya bayan Mai daraja gwamna musamman Matasa da su kasance masu la'akari da dokokin Addini da na (Constitution) domin kauracewa ayukan da-na-sani.

A takaice dai shi wannan bawan Allah, ya samu shaidu mai kyau ga jama'a, Muna fatan Allah yasa ya dore haka kuma ya cigaba da rika masa a cikin lamuransa alfarmar sayyidina Muhammadur rasulillahi (saw)

Muhd Mado ✍️",No
,"YANDA ZAKA ZAUNA LAFIYA IDAN KANA DA BUDURWA BAHAUSHIYA

1. Karka taba tsammanin zata kira ka awaya idan ba haka ba zaka mutu kana jira.

2. Ka sani idan kace mata ""I love you"" ko ina sonki nagode kawai zata ce amma girmankai bazai barta tace maka I love you ba.

3. Karka taba tsammani zata fara maka magana idan tana online.

4. Idan ka tura mata love messages kar kayi tsammanin zata yi maka reply.

5. Kasani kai ke sonta, kuma kai zaka kula da ita, ita bazata iya yi maka komai ba.

6. Ko yaushe zata iya rabuwa da kai idan ta samu wanda yapi ka kudi.

7. Kasani cewa bakai kadai bane saurayinta.

Haqiqa idan kayi haka zaka zauna lapiya da budurwar ka bahaushiya.

Zaku Iya🙄🙄??",No
,"Ba wai a cikin daji ba, tsakiyar gari matasan mu ke anfani da wadannan miyagun makamai akan bayin Allah saboda su musu kwace ko kuma fadan daba. Wacce irin rayuwa muke haka?

Dan Allah mu yi kokarin yiwa ya'yan mu da kannenmu tarbiyyar sanin ƙimar jini da ran dan adam. Allah ya shirye mu ya kare mu daga sharrin su. 

📷 Facebook/ Abdullahi Haruna Kiyawa",No
,"Fafatawa ta yi zafi tsakanin manyan jam'iyyu biyu yayin sakamakon zaɓen Osun ke cigaba da bayyana.

Gunduma ta 10, ƙaramar hukumar Ede ta kudu 
APC: 361
PDP: 1130

Gunduma ta 15, Oke Oba 2, ƙaramar hukumar Iwo
APC: 1833
PDP: 1489

Ku cigaba da bibiyar mu",No
,"JAGORA...

Haƙiƙa Dr Idris Salisu Rogo ya dace da a Kira sa da sunan JAGORA, domin ingancinsa, kwarewarsa da gogewarsa a bangaren gudanar da hidimomin Jagoranci.

Tsayawa tsayin daka domin ganin anyi abinda ya dace ga al'umma ta fannnin kawo ingantattun ayyuka wanda zasu ciyar da jama'a gaba ta kowace hanya.

Ɓangaren mu'amula da jama'a: a wannan fannin kuma ba lallai sai nace komai ba domin bahaushe yana cewa ""Ido ba mudu ne amma yasan kima"" saboda daga gani kai ba sai an fada maka ba, saboda shi mai shiga jama'a ne ya mu'amalancesu ya basu dama wajen bashi shawarwari da karbar ƙorafe-ƙorafensu.

Hakan tasa kullum muke masa addu'a da fatan alkhairi.

Muna Addu'ar Allah (SWT) Ya Bashi Nasara Akan Kyawawan Manufofinsa na Kyautatawa Al'umma.🤲

Malam Bari ✍️
Dr Idris Salisu Rogo
Social Media Aide",No
,"KO KUN SAN CEWAR: Alhaji. Ahmad Idris ne tsohon Akanta Janar na Najeriya tare da matasan ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

DAGA Anas Saminu Ja'en",No
,"Mafi yawan mutane sun fi son bin inda aka fi yawa akansa don gudun fuskantar kalu-bale. Shi yasa ma da yawan mutane suna gwada gaskiya ne da yawan masu bin wani abu. Idan suka ga mutane da yawa akan wannan hanyar sai su ma su bita ganinsu shi ne gaskiya. Wasu kuma ko sun san gaskiyar basa iya juyowa daga karyar don suna ganin zasu zama wararru a cikin mutane.

Wannan ne dalilin da yasa Imam Ali yace a duk inda kake kar ka kalli yawan mabiya, ka kalli gaskiya. Gara ka yiwa gaskiya biyayya ka rayu da kwarjini akan ka bi karya ka dawwama a kaskanci. Wannan kuma yayi daidai da abunda Allah ya rika yi mana nuni dashi a Qurani. Babu inda Allah ya yabi yawa sai dai ma ya kushe shi.

A wata ayar Allah yace mafi yawan mutane basu da sani (jahilai). A wata ayar yace mafi yawan mutane basu da hankali. A wata ayar yace mafi yawan mutane basu da zurfafa tunani. Kenan kadan ne a cikin mutane masu ilimi. Kadan ne a cikin mutane masu lafiyayyen hankali. Kadan ne a cikin mutane masu zurfafa tunani.

A karshe ma a wata ayar Allah cewa yayi in ka bi mafi yawan mutane zasu batar da kai ne daga kan tafarkin Allah. Ai ko a yanzu in aka ce da yawa za'a gwada addinai ba za'a yi musulunci ba kenan don Christians sun fi musulmi yawa a duniya. Christians sun 33% na duniya. Musulmi kuwa 25% ne gaba daya. So, shi yawa ko karanci ba abun dubawa bane. Ina gaskiya take? Nan ne abun kalla.

Ba zaka samarwa da ruhinka nutsuwa ba sai ka daina tsoron zama mai mabanbancin ra'ayi a cikin mutane. In dai kana da hujja da dalili akan abu ka tafi kanka tsaye kansa. Allah zai maka hisabi ne da abunda ka sani ka ki aikatawa ba aiki ko ra'ayin wasu ba. Wanda bai sani ba Allah zai iya masa uzurin rashin sanin matsawar yana kan neman sanin. Amma kai da ka sani baka da wani uzuri sai yiwa gaskiyar biyayya.",No
,"Anyi ja'iri*n yaro sai dare ya raba yata kurma ihun yana damun iyayensa da kuka , chan sai muji muryan uban yana tikansa da duk*a yana mas*ifa🤣🤣🤣
Wasu yara dai yan bala'i ne🤣

Da nice zankai yaron wajan kakansa in huta😴",No
,"KO KUN SAN CEWAR: Alh. Ahmad Idris ne tsohon Akanta Janar na Najeriya tare da matasan ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

Anas Saminu Ja'en
16-7-2022",No
,Zaben Osun yana alamata mana cewa Tinubun ma da kyar zai sha a hannun PDP a zaben 2023. Wannan fa babbar manuniya ce amma ga ma su dogon nazari.,No
,"Wato tun da nake Facebook ina ganin mutane da yawa suna kwafar rubutuna, wasu zallarsa wasu kuma kana gani ka san kwaskwarima suka yi wa wani rubutu da na yi a baya. Amma ban taba damuwa ba sai wata rana da na taba dawo da tsohon rubutuna wani ya biyoni inbox yana cewa wai don me na kwafar masa rubutu ba da izininsa ba! Ban taba ganin rainin hankali kamar wannan ba. Da na gama nuna masa cewa rubutuna ya sata fa har ya dauka nasa ne sai ya yi blocking dina.",No
,"YARBAWA IYAYEN TAGWAYE 

Garin Igbo–Ora A jihar Oyo Dake Najeriya, Shine Garin Da Aka Fi Samun Yawaitar Haihuwar Yan Biyu A Duniya , Wanda Akasarin Mazaunan Yarbawa ne .
A yankin Europe Ana Samun Haihuwar Yan Biyu Jeri 16 Chikin 1000, Yayin Da Yankin America Ake Samun Jerin Yan Biyu 33 A Duk Chikin 1000.
Shi kuwa Wannan Gari Na Igbo Ora Ana Samun Haihuwar Yan Biyu 45 Zuwa 50 A 1000 , Kamar Yadda Binchiken Patrick Nylander Na Kasar Ingila Ya Bayyana A shekarun Baya .
Anan Zamu Iya Chewa Yarbawa Sun Fi Kowache Kabila A Duniya Yawan Haihuwar Tagwaye .

Ahmad Quraishi",No
,"Dazu Freedom Radio sunyimin tambaya ta waya game da yajin aikin ASUU. Abinda na fada musu shine, barazana ba zata taba magance yajin aikin nan ba. Babban abinda ya kamata Shugaban Kasa yayi shine yayi taro kai tsaye da Shugabannin Kungiyar ASUU, da Ministocin da abin ya shafa, don gano gaskiyar lamarin, sannan ya dauki mataki na Karshe da kansa wajen warware matsalar.",No
MGTOW is a response to feminism. It is not the cause. Men did not go their own way and then marriage rates collapsed.,MGTOW amsa ce ga ra'ayin mata masu kare hakkin mata. Ba shi ne haifar da matsalar ba. Mazaje ba su fara tafiya nasu ba ne sai an ga raguwar yawan aure.,Yes
"When she was trying to bully, everybody was laughing but when he retailated suddenly shock and gasps and of course the simp teacher holds him back even if she's the one going for more.","Lokacin da take ƙoƙarin zaluntar wani, kowa na dariya ne, amma da ya mayar da martani sai hankulan mutane suka tashi, kuma malam mai nuna tausayin mace ya riƙe shi, ko da ita ce ke ƙoƙarin ƙara matsa masa.",Yes
"Imagine youre at home just trying to watch over your daughter and grand kids and suddenly she starts stabbing you and kills both her children. This is the risk a man takes when living with women, even relatives","Kawai kayi tunanin kana gida kana lura da 'ya'yanka da jikokin ka sai ta fara cakka maka wuƙa ta kashe ka da 'ya'yanku. wannan shine haɗarin da namiji ke fuskanta idan yana tare da mace, har 'yan uwa.",Yes
,"Zama da Mutane !!!
.
Shi Zama da Mutane ga Mutum Dole ne domin Shima Mutum ne
.
Akwai abun da Nakeson Nusar damu idan Allah Yasa Idanuwanmu zasu iya budewa mu gani garau
.
Inaso Mutum yayi duba izuwa Yatsun Hannunshi ya Nazarcesu da kyau zega wasu sun Sa6a wasu kuma sun Gaza, to duk da Zobawa da Gazawar Wasu daga Yatsunka haka kake Zaune dasu Lafiya basa baka wata Matsala, koda kuwa an Samu Matsalar dole haka zaka zauna dasu kayi amfani dasu domin dukkansu suna amfanarka
.
Ka Dubi Yatsun Hannayenka se kayi Alkalanci,, to haka Mutane suke wani ya sabaka wani ya gazaka,, don haka yanda kake zaune da yatsunka lau lafiya ba matsala ta hakan zakabi ka zauna da mutane sumul kalau
.
Haka kwatankwacin Mutane yake, Wasu sun Wuceka Kai kuma Ka wuce Wasu, Wasu sun Fika haka Kafi wasu amma duk da Haka a haka zaka zauna da dukkaninsu dole domin kowanne da amfaninshi a gareka walau Masoyi walau Makiyi Kaima da Amfaninka Ga Kowa 
.
Idan Wani ya batama Rai da zakayi Nazari zaka gano cewa kafin nan kaima ka batama wani
.
Haka idan wani ya kyautatama idan kayi tunani zaka gano kafin nan ka kyautatama wani
.
Allah Ka Barmu har Makiyanmu Ameen, Allah Ka Datar Damu da Rabo Me Amfani na Alkhairi Duniya da Lahira Alfarmar Annabi Muhammadu Sallallahu Alaihi Wa Sallam 
.
Fulatan News Updates",No
The fact that she is more concerned about forcing him to do stuff that he might not want to do instead of where these sorts of desires come from is a testament to how girls are misededucated.,"Gaskiyar cewa ta fi damuwa da tilasta masa yin abubuwan da wataƙila bai so ba, maimakon bincika tushen irin waɗannan sha'awowi, na nuna yadda ake koyar da 'yan mata ba daidai ba ne.",Yes
Women are children in grown ups' bodies,Mata yara ne a jikin baban mutum.,Yes
"Yup, like any female mammalian species, it's the fight to obtain as many resources as you can so you can raise your kid and pass on the genes.","Eh, kamar kowace mace a cikin jinsin dabbobi, yana ƙoƙari ne don samun albarkatu da yawa gwargwadon iko domin ta iya renon ɗanta da kuma mika halayen gado zuwa ga zuriyarta.",Yes
The only shocking thing is that she admitted it. Most women will go to their graves never speaking a word of truth,Abin mamaki kawai shi ne cewa ta amince da hakan. Yawancin mata ba za su taɓa bayyana gaskiya ba har zuwa kabari.,Yes
,"Ina Son aure Amma duk Wanda zai aure ni tare da maciji na Zan Zo gidan Shi__Mommy 

""Matashiyan mai Suna Mommy Itakpe 'Yar Asalin Kasar Ghana. inda ta wallafa hakan a shafinta ta Yanar gizo cewa! Duk na mijin dake son ya aure ta ""sai ya yarda tare da macijinta za'a kai ta har gidan shi, bisani tace ta gaji macijiyarce daga wurin mahaifinta ita Kuma tana matukar kaunar macijiyarta.""

'A don haka ""matashiyar ta ce; ita burinta ""shine! Auran namiji jarumi ba mai tsoro ba, sai yasa har yanzu ta Gaza samun jarumin namijin da zai amince da wannan manufar tata""

ALFIJIR Hausa",No
,"Rahotanni sun bayyana cewa ana shirye-shiryen nada fitaccen ɗan ta'addan nan Adamu Aleru sarauta a matsayin Sarkin Fulani na Masarautar Yandoton Daji a yau a jihar Zamfara.

Rundunar ‘yan sandan jihar Katsina taɓa sanya sunan sa cikin wadanda take nema ruwa a jallo tun watan Yunin 2020. Ado Alheri shi ne mutumin da ya kai harin a Kardisau, karamar hukumar Faskari ta jihar Katsina wanda ya yi sanadiyar mutuwar mutane sama da 50.

📷 Twitter/ SalihuAMumini",No
,"ROGO LOCAL GOVT Social MEDIA TEAM. 

Ghali Nasiru Rogo damina asalin kaka 

Ghali Nasiru Rogo Kazamo Rufa Gurin shiga in Anamarka marka. 

Ghali Nasiru Rogo Kazamo hamshaƙi Kashige gaba Tunda bawani mai-iya tureka 

Ghali Nasiru Rogo Ginshiƙi kake shadaka waye zaifaɗi Aibunka? 

Ghali Nasiru Rogo kaikaɗai gayya kake haka Al'umma suketa faɗe. 

Ghali Nasiru Rogo Baruwanka da tsurku bakasan Gulma maitayar da faɗa 

Ghali Nasiru Rogo Duk Abin kasa Agabanka zakayi bakajin tsoro 

Ghali Nasiru Rogo kaikake tafiyar da ROGO LOCAL GOVT Social MEDIA TEAM. 

Lallai jagorane kai nagari Ghali Nasiru Rogo 

Ghali Nasiru Rogo Wannan ƙungiya taka tabun ƙasa tashahara 

Haka Al'umma suketa faɗe. 
Birni Har ƙauyika Akwaita ako ta Ina. 

Masha Allahu Yasaka Alkairi Ghali Nasiru Rogo 

Ghali Nasiru Rogo Chairman of 
ROGO LOCAL GOVT Social MEDIA TEAM 

Wrote BY:- Nazeer Lawan Abdulsalam 📝",No
,"Amadadin ni kaina da ""yan uwana muna gayyatar dukkanin "" yan uwa da abokan arziqi zuwa wajan daurin auren yayana ALIYU BASHIR BUBA (BARISTER) 
Wanda za ayi kamar haka 
Ranar juma 'a 
22/07/ 2022
Wuri Gombe state 
Allah ya bada ikon zuwa amin.",No
,"TOSHEWAR MAGUDANAR JINI DA SHANYEWAR ƁARIN JIKI
🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥🏥

Ranar 29th ga kowanne wata na Oktoba rana ce da hukumomin lafiya na duniya suka ware domin tunasarwa tare da wayar da kan al'umma game da larurar toshe wa gami da fashewar magudanan jini wato CEREBROVASCULAR DX ko kuwa ince ""STROKE"" yaren da kuka fi ganewa! wanda sanadiyyar hakan ke haifar da Shanyewar Ɓarin jiki wato PARALYSIS tare da mutuwa.

Akalla sama da Mutum Milyan 7 larurar ta kashe, a duk shekara kimanin mutum sama da miliyan 1 ke haduwa da stroke, wanda sama da Mutum dubu 250 ke mutuwa duk shekara.

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

MATSALA CE DAKE MAYAR DA BABBA YA KOMA YARO

Ta yadda;
◾Tafiya sai andawo ana koyama mutum ya zai yi,

◾Abinci koda ansawa Mutum abaki zaike suɓutowa yana ci yana zubowa kasa, don baya iya runtse bakin.

◾Fitsari ko bayan gida saide ake aikin cirema mutum wando tare da daura masa inya gama, kashi ko saide ake wankewa mutum,

◾Magana sai anke zaman koyawa mutum, domin in yayi ma ba fita take agane ba, sai ahankali masu zama dashi ke iya fara gane maganarsa domin komawa take kamar tame magana da hanci,

◾ Stroke na iya sa ganin mutum a bangaren idanu ɗaya ya tafi. Haka shan ruwa na wahala ga mutum saboda zaita ƙwarewa tunda magoron shima saki yake, mutum yaji kamar abu na tokaremasa

◾Yana Haddasa matsanancin ciwon kai wanda tunda mutum zaka ji yace tun mahaifiyarsa ta haifesa bai taɓa jin wani abu me tsanani irinsa ba a duniya,, domin kamar kan zai bindiga ya tarwatse haka zaice shyasa wasu ke suma.

◾Yana iya sa ka'ida jima'i shikenan kuma saide a lahira in anayi,

◾Yana haifar da cutar mantuwa, 

◾Yana Haddasa cutar damuwa da baƙimciki na dundundun

◾Gadar da tsanar kai, domin yana sa mutum shi da kansa inya kalli kansa a madubi bazai marmarin ya ƙara ba; ganin yadda gefen fuskarsa ɗaya ya zazzaɓo ya kwaɓo, bakinsa ya muskuce ko ya murguɗe gefe, tare da dalalar miyau wasu lokutan batare dan iya dakatar da hakan ba domin bakin bazai iya rufuwa ba,

◾Yana sa tafiya dole saide da sanda a kaikaice tare da jan ƙafa, sannan ba sauri. A wasu ko shikenan babu hannu ba ƙafa saide zaman wheelchair kuma 

◾Yana Haddasa bugun zuciya,

◾Yana kashe mutumin cikin kankanin lokaci sai tarihi...

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

Stroke Matsala ce Babba me hatsarin gaske. Domin Inta faru tohfa koda ka haure duk da waɗancan illolin galibi mutum bazai wuce shekaru 5 zuwa 8 ba araye zai mutu dalilin complications, baya ga akalla sai anhada baiwa mutum magunguna wajen kala 5 nasha dolen-dole kullum batare da ɗaga ƙafa ba wanda inba haka ba toh bama shekara 5 zuwa 8 ba wani ko sati 1 bazai ƙara ba aduniya zai mutu.

Shiyasa kwai tausayi inya sami talaka domin ba kowa ke iya sayen magani ba, shyasa muke wayar dakai don mutum yaiwa kansa abinda ya dace tunda wurwuri. Wanda iyaye ko wani nasu ya gamu da wannan nasan sunfi kowa sanin halin da suka sami kai. 

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

Bayin Allah masu karanta wannan Rubutun baki ɗayan mu kaf ina so ku sani zamu iya wayar gari da wannan matsalar harni likitan naku.

Matsalar duk tana bibiyar mu shiyasa ake son wayar dakai karki dauka sai wasu mutane daban, kuma agaba zakuji me yasa nace duk muna cikin hatsarin. 

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

Anyi ittifaki dukkan Mutum 1 cikin 4 zai haɗu da strokes. Ma'ana duk inda mutum 4 suka taru Toh ka ɗauka ɗaya zai gamu da ita.

_____________________________________

Abin tsoro ne, Matsala ce da ada akalla sai an manyanta amma ayanzu anfara samunta cikin matasa abinda da ake ga sai ka ba shekaru 50 baya a duniya da, saide yanzu yan shekara 20's ma anfara samun CASES na stroke.

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

MANYAN ALAMU HUƊU NA STROKE DA ZA'A ANKARE

F. A. S. T

F: [FACE)] - wato da anga alamun jirkicewa ko saukowa ɓari guda na fuskar MUTUM, Ko baki ya karkace...

A: [ARMS] - wato akaga kuma Mutum ya kasa ɗaga hannuwansa, ko kuwa in anɗaga hannun yana dawowa ya faɗo batare da Mutum ya iya kokarin rike hannun ɗage ya tsaida shi a iska ba, wato weakness...

S: [SPEECH] - Aka ji magana ta canza, murya ba'a gane me yake fadi, wato bakin ya fara karewa...

T: TIME- To ai amfani da lokacin maza-maza a ɗauko mutumin da alamu ukun can na sama (F. A. S) suka bayyana zuwa asibiti da gaggawa. alamune ya sami stroke.
_____________________________________

Mu sani duk jinkiri ɗaya ƙarin dagulewar al'amura ne ga wanda matsalar ta samu, haka gwargwadon saurin kaisa ga likita gwargwadon samun saukin taƙaituwar abubuwan da zasu gagaresa yine wato waɗancan illolin dana lissafo stroke na haddasawa a sama wajen maida babba kamar yaro.

Don haka sashin da abun ya faru irin aikin da wannan sashin ke yi za'a ga mutum na fuskantar matsala, Domin kwakwalwa mutum ko ina aikinsa daban.

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

RUKUNAN MUTANEN DAKE CIKIN HATSARIN SAMUN STROKE

1. Mutane Masu ɗauke da Hawan jinin da basa bashi kuLawa data dace, musamman ace dama basa waiwayarsa ko kiyaye komi jira ake har sai randa mutum yaje asibiti akace jinin sa ya hau sannanne zai sha magani. Ka kuka da kanka Domin hawan jini lalata ma magudanar jini yake saboda karfin pressure. 

2. Mutane masu dauke da ciwon suga, dole ku lura kubi likitocin ku sau da ƙafa, Ciwon sugar koda ana shan magani fa sai ANKARA da lura domin shi aka ran kansa dama kara cushe magudanar jinin tare da lalata ciwon keyi. 

3. Mutanen da nauyinsu ya wuce ka'ida wato overweight wato BMI dinsu ya zana tsakanin 24---29.

4. Mutane masu teɓa wato ƙiba (obese), wanda Body Mass Index wato BMI dinsu yakai ko yama ketare 30. 

5. Mutanen da basa iya motsa jiki akalla na minti 15 sau 4 a sati. Komi sirantakarsu kuwa.

6. Masu yawan ci, ko wanda zama ɗaya suke share abinci me tarin yawa

7. Mutanen dake shan taba sigari dda kuma masu zama a inda ake shanta a warin hayaƙin na zuwa musu suna shaƙa.

8. Mutanen dake da kitse fiye da kima wato HIGH CHOLESTEROL ajika, anan basai me ƙiba ba, har sirara akwai wanda suke da Bad cholesterol level, gwaji ne kurum zai tantance. Saboda cin junk foods kuna bakar fata amma baku da abinci sai na turawa su 🌭🥪🌮🧇🫔🍔🥩🍿🍕 da lemukan kwalba dana roba, gami da jan nama akaikai kamar zaki, ko zakanya... Toh mutum yai hankali da kanaa

9. Masu larurar minshari, irin wanda har dauke wa numfashi su keyi a bacci yana dawowa. 

10. Mutane masu cuttukan zuciya iri-iri dake shan magani

11. Kasancewar a family dinku antaɓa samun me matsalar stroke, paralysis ko kuwa ma ace mahaifi, ko kuma tarihin heart attack Ko heart failure a family.

12. Kasancewar ka Baƙar fata ɗan Africa... Mun fi kowa hatsarinsa fiye da sauran al'umma yankuna duniya. Kar ace bakar fata ki kalli kanki 🙍🏽 ke wai fair complexion Ko bafulatana Ki dauka banda ke A'a Bakar fata Africa baki daya tunda ba tsatson Turawa kika fito ko Larabawa ba. Shyasa nace kusan duk muna ciki harni, Toh saide in mun kula da lafiyar mu shikenan. 

13. Kamuwa da cutar corona

14. Inya kasancewar shekaru sunja mutum yaba 55yrs baya musamman inda hawan jini hakan karin kusancinsa ga matsalar ne.

15. Kasancewar ka Jinsin Namiji domin yafi faruwa a Maza fiye da mata saboda namiji Baida Estrogen ajika, Baida nonuwa, Baida mahaifa, Baida kwayyen Ovary baya kuma daukar ciki, Namiji me hawan jini ko ciwon sugar ko duk biyun yafi Mace me hawan jini da ciwon sugar Hatsarin samun stroke... amma fa hakan baya nuna Mata ba zasu hadu dashi ba, musamman in suna da ciwon sugar ko hawan jini kuma suka kasance masu sake da magani. 

16. Amfani da magungunan bada tazarar haihuwa masu kunshe da estrogen wato musamman combination pills nasha.

_____________________________________

Bayin Allah Inkuka duba Haƙiƙa zakuga kusan kowa na cikin hatsari wannan Matsala don haka cewa 1 cikin 4 ka iya haduwa da ita, In bamui wani abu ba na lura dakai gaba HATSARIN zai dawo 1 cikin 3, harma ya dawo 2 cikin 4 ko 3/4 Wanda bama fata.

:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::

MATAKAN DAUKA DOMIN KARE KAI

A kwai hatsarurruka wato (risk factors) wanda a zahiri ba abinda zamu iya yi akansu saide mubarwa Allah ikonsa domin bazamu iya canza su ba kamar:-

Kasancewa Namiji, Kasancewa Baƙar fata, Shekaru, da kuma tarihin matsalar a dangi, wannan ba abunda zamu iya yi akai saide fatan Allah yai mana da sauki.

_____________________________________

Toh kuma kwai wanda zamu iya yin wani abu akansu wato mu kiyaye kanmu, kamar:

◾Sanya ido tare da shan maganin hawan jini kullum batare da ɗaga kafa ballantana wasa ba, ko kuma bisa umarnin kwararren Medical doktor da yasan matsalarka fiye da kowa. domin de so ake jinin ya dena hawa kwata-kwata bawai ka jira sai ya hau kasha magani ba, sannan da yawa yana tashin yai mugun hawa baku sani ba koda kuwa cikin bacci ake, jini na hawa yayin bacci, kuma babu alamun da zaka ji na ya hau shyasa yake da hatsari, galaba bin stroke yafi faruwa da safe dama gefin asuba sanda kake kokarin farko wa bacci domin sannan jini yafi mugun hawa a jikin mutum. 

Muddin an lura da hawan jini ankarɓi larura yadda tazo mutum ya huta, iya kaci aita shan magani batare da wasa ba, za a rayu lafiya, sannan ya zamto ana kiyaye abincin da likita ya hana ci. Ina shawartar duk me hawan jini yai kokari ya mallaki abin gwajin yake dubawa kullum a gida. 

◾Masu ciwon sugar suma su kiyayi wasa da magani, su sanya ido sosai, su kuma kiyaye abin ci da sha. Sannan sui kokari su mallaki Glucometer suke duba sugar dinsu a gida akai akai

◾Masu cutar minshari kuma kuke amfani da ventilation mask tare da zuwa ku nemi shawarwarin likita domin ku dama ahaka ma numfashinku ɗaukewa yake.

◾Arika motsa jiki, wasu kuna ganin kamar likita baisan wahalar ba: kungani duk irin busy dina komi dare saina ware away a 2 na motsa jiki ranar Lahadi kurum ne bana yi. Ballantana kai don haka ba uzuri, shyasa Muma likitoci bama uzuri kan wannan.

◾In angano Mace na da hatsarin samun stroke a canza mata Maganin Family planning daidai da ita.

◾Direbobi ku lura da lafiyar ku kuma da yawa kuna da hawan jini uncontrolled ga mutumin Nigeria bai ɗau zuwa check up da mahimmanci ba, shyasa wani yana tsaka da tuƙi stroke zai samesa mota ta kwace gaba daya aje duk a mutu har wanda bai ji ya gani ba, amma dake bama binkice in an mutu kurum rufe wa muke shiyasa mutane ba zasu taɓa daukar rai da mahimmanci ko kuwa bayanan da muke ba. Domin komi wuya da ana Autopsy agano dalilin mutuwa mutane da yawa da sun shiga taitayinsu, amma mace-mace yai yawa, kurum saide ace lokaci ne yayi. Ita kuwa mutuwa bata zuwa haka kurum lafiya ƙalau dole saida dalili 

Don haka wannan shine tare da de sauran abubuwan da suka kamata, don haka a lura dakai.

Babu me son ya zamewa ƴan uwansa kaya, domin tun ana ma saboda Allah tohfa za agaji dakai inda daga sannan kunci zai fara bai baye mutum, haka na faruwa mutum zai iya kuma samun second stroke kila shikenan sai mutuwa.
_____________________________________

Allah ya karemu yasa mu wanye lafiya Amin.

✍🏻
Ibrahim Y. Yusuf",No
,"Ranar Laraba 13 ga Watan Yuli, 2022 kenan da muka tattauna akan Jadawali da fifiko akan samar da tsaro da zaman lafiya wanda al'umma da zaɓaɓɓun shugabanni zasu baiwa muhimmanci. 

Tattaunawar ta gudana ne a cikin shirin Hasken Matasa na Gidan Rediyan EXPRESS RADIO 90.3FM wanda Ƙungiyar Community Health and Research Initiative, Nigeria da Yospis Nigeria suke shiryawa ƙarƙashin Shugabancin Zainab Naseer Ahmad da Usman Jalo wanda Gidauniyar AMG Foundation ke ɗaukar nauyi. 

#peacepromoter 
#mufarka",No
,"Dear:= Miko min lemar can na dan leka waje naga me ke faruwa naji hayaniyar mutane.

Honey:= Dan Allah kar ka fita yanzu baka ganin ruwa ake bana son komai ya taba min kai, kayi hakuri koma daki ka kwanta kafin na gama haɗa mana kayan kari ( break fast).

Kuma ban yadda ka zauna a falo ba daki zaka koma.......",No
